# hoGAMEGATA Full Registered Games Catalog (107809 games)
# Format: Title | Developer | URL
# Source: https://gamegata.xyz

 ceilings | Ion Storm | https://gamegata.xyz/game/ 4096 colors
Connection: The Nightmare Within | Dragon Level | https://gamegata.xyz/game/connection-the-nightmare-within
Connection: The Nightmare Within (DEMO Version) | dragonlevel | https://gamegata.xyz/game/itch-connection-the-nightmare-within-demo-version
ConnectionCorrection | Lileinsteinjr | https://gamegata.xyz/game/itch-connectioncorrection
Connie's Paradox | Sollette | https://gamegata.xyz/game/itch-connies-paradox
Connor | OKSoft | https://gamegata.xyz/game/connor
Conquistador | Davide Puato | https://gamegata.xyz/game/conquistador--1
Conrad | Joel Hinton | https://gamegata.xyz/game/itch-conrad
Conrad Stevenson's Paranormal P.I. | D&A Studios | https://gamegata.xyz/game/conrad-stevensons-paranormal-pi
Conscia Letum | Gef | https://gamegata.xyz/game/itch-conscia-letum
Conscience | ruinedclosetgames | https://gamegata.xyz/game/itch-conscience
Conscience | Independent Creator | https://gamegata.xyz/game/itch-conscience-cf85
Conscience [DEMO] | Mason Games | https://gamegata.xyz/game/itch-conscience-demo
Conscientious Objector | The Chinese Room | https://gamegata.xyz/game/conscientious-objector
Consciousness | Eduard Arnau | https://gamegata.xyz/game/itch-consciousness
Consciousness | Jack Mulford | https://gamegata.xyz/game/itch-jack-mulford-consciousness
Conscript | Catchweight Studio | https://gamegata.xyz/game/conscript
Conscript: Deluxe Edition | Unknown | https://gamegata.xyz/game/conscript-deluxe-edition
Conscript: Golden Gun Pack | Catchweight Studio | https://gamegata.xyz/game/conscript-golden-gun-pack
Conscript: Officer Edition | Catchweight Studio | https://gamegata.xyz/game/conscript-officer-edition
Conscript: Trench Raider Pack | Catchweight Studio | https://gamegata.xyz/game/conscript-trench-raider-pack
Consecratio Damnatorum | SSSStudios | https://gamegata.xyz/game/itch-consecratio-damnatorum
Consecration | Rjinswand | https://gamegata.xyz/game/itch-consecration
Consent | Paul Caveworks | https://gamegata.xyz/game/itch-consent
Consequat | Independent Creator | https://gamegata.xyz/game/itch-consequat
Consequences | Sol | https://gamegata.xyz/game/itch-consequences
Consequences | SkullDices | https://gamegata.xyz/game/itch-skulldices-consequences
Conserto | lacgamesbr | https://gamegata.xyz/game/itch-conserto
Consignment | Null Builds | https://gamegata.xyz/game/itch-consignment
Consolation: Board Meeting | Sayincraft Studios | https://gamegata.xyz/game/consolation-board-meeting
Consolation: Board Meeting (Multiplayer Party Game Horror) | Sayincraft Studios | https://gamegata.xyz/game/itch-consolation-board-meeting-multiplayer-party-game-horror
Console Warpers | Radiant | https://gamegata.xyz/game/itch-console-warpers
Console: The Game | Mr_rudy | https://gamegata.xyz/game/itch-console-the-game
Conspiracies | poseidon12333 | https://gamegata.xyz/game/itch-conspiracies
Conspiracy | LoveKN | https://gamegata.xyz/game/itch-conspiracy
Conspiracy Theory Game1 | feartheway | https://gamegata.xyz/game/itch-conspiracy-theory-game1
Constance | Placeholder Gameworks | https://gamegata.xyz/game/constance
Constant fear | ZEDCREATE | https://gamegata.xyz/game/itch-constant-fear
Constantia :After Life | Exotic Carlos | https://gamegata.xyz/game/itch-constantia-after-life
Constantine | SCi Games | https://gamegata.xyz/game/constantine
Constat | Gvrd | https://gamegata.xyz/game/itch-constat
Constellation Gallery | Peach Garden Games | https://gamegata.xyz/game/itch-constellation-gallery
Consternate | BroodyGaming | https://gamegata.xyz/game/itch-consternate
Consternation 2 | CrackedGhostGames | https://gamegata.xyz/game/itch-consternation-2
Consternation I | Independent Creator | https://gamegata.xyz/game/itch-consternation-i
Consternation II | Raster_Entertainment | https://gamegata.xyz/game/consternation-ii
Constitution Street | NoReward Games | https://gamegata.xyz/game/itch-constitution-street
Construct | AnAverageJoe | https://gamegata.xyz/game/itch-construct
Construct | Funky Truffle | https://gamegata.xyz/game/itch-funky-truffle-construct
Construct 3 Game Test | anthony.jpeg | https://gamegata.xyz/game/itch-construct-3-game-test
Constructing the Impossible | Armored Cat | https://gamegata.xyz/game/itch-constructing-the-impossible
Construction Bob Escapes from Hell | Unknown | https://gamegata.xyz/game/construction-bob-escapes-from-hell
Consultation Hours | Moving_Target | https://gamegata.xyz/game/itch-consultation-hours
ConsumabL Shapes | Hectoliters | https://gamegata.xyz/game/itch-consumabl-shapes
Consume | Rocketshipclub | https://gamegata.xyz/game/itch-rocketshipclub-consume
Consume | Guilded Goose Games | https://gamegata.xyz/game/itch-guilded-goose-games-consume
Consume | matthexin | https://gamegata.xyz/game/itch-matthexin-consume
Consume (demo) | Viva Vanitas | https://gamegata.xyz/game/itch-consume-demo
Consume.me: HOST | Independent Creator | https://gamegata.xyz/game/itch-consumeme-host
Consumed | Peanut Panda | https://gamegata.xyz/game/itch-consumed
Consumed By Darkness | Independent Creator | https://gamegata.xyz/game/itch-consumed-by-darkness-2cce
Consumed by darkness | NorahSami | https://gamegata.xyz/game/itch-consumed-by-darkness
Consuming Darkness | SlurpyIsADev | https://gamegata.xyz/game/itch-consuming-darkness
Consumption | James Zilberman | https://gamegata.xyz/game/itch-consumption
Consumption | shinzozs | https://gamegata.xyz/game/itch-shinzozs-consumption
Consumtion | Dextrosol | https://gamegata.xyz/game/itch-consumtion
Contact | UKZ Arts | https://gamegata.xyz/game/contact--1
Contact - Horizon | Auralis Creations | https://gamegata.xyz/game/itch-contact-horizon
Contact Fear | Independent Creator | https://gamegata.xyz/game/itch-contact-fear
Contact Me_demo | fistnine | https://gamegata.xyz/game/itch-contact-me_demo
Contact Park | UnobtainableMelon | https://gamegata.xyz/game/itch-contact-park
Contact Range | QueenOfSquiggles | https://gamegata.xyz/game/itch-contact-range
Contacto | Xelipoops | https://gamegata.xyz/game/itch-contacto
Contagion | Monochrome LLC | https://gamegata.xyz/game/contagion
Contagion VR: Outbreak | Unknown | https://gamegata.xyz/game/contagion-vr-outbreak
Contagious | CluelessStudio | https://gamegata.xyz/game/itch-contagious
Contained | Pigguels | https://gamegata.xyz/game/itch-contained
Contained | Xybit | https://gamegata.xyz/game/itch-xybit-contained
Contained Cargo | Independent Creator | https://gamegata.xyz/game/itch-contained-cargo
Containment | martinwltzko | https://gamegata.xyz/game/itch-containment
Containment | axolotl888 | https://gamegata.xyz/game/itch-axolotl888-containment
Containment | Ese wey | https://gamegata.xyz/game/itch-ese-wey-containment
Containment | Fripp studios | https://gamegata.xyz/game/itch-fripp-studios-containment
Containment | Mark Hanley | https://gamegata.xyz/game/itch-mark-hanley-containment
Containment Breach | Independent Creator | https://gamegata.xyz/game/itch-containment-breach
Containment Breach | Terabite | https://gamegata.xyz/game/itch-terabite-containment-breach
Containment Breach | kneza | https://gamegata.xyz/game/itch-kneza-containment-breach
Containment Breach | Percythefish12345 | https://gamegata.xyz/game/itch-percythefish12345-containment-breach
Containment Breach | Milxxed | https://gamegata.xyz/game/itch-milxxed-containment-breach
Containment Breach: Greenhouse Lab Specimen Pack | PatelExperience | https://gamegata.xyz/game/itch-containment-breach-greenhouse-lab-specimen-pack
Containment Corp, Inc. | Lich and Lily | https://gamegata.xyz/game/containment-corp-inc
Containment Orange | Independent Creator | https://gamegata.xyz/game/itch-containment-orange
Containment Protocol | Independent Creator | https://gamegata.xyz/game/itch-containment-protocol
Containment Protocol | FollowTheDopamine | https://gamegata.xyz/game/itch-followthedopamine-containment-protocol
Containment Protocol | OnlyJxV | https://gamegata.xyz/game/itch-onlyjxv-containment-protocol
Containment55.bin | jennaneedstofinishthings | https://gamegata.xyz/game/itch-containment55bin
Containment: Subject 009 | Sean Loper | https://gamegata.xyz/game/itch-containment-subject-009
Containment: The Zombie Puzzler | Bootsnake Games | https://gamegata.xyz/game/containment-the-zombie-puzzler
Contaminant | M3at Bicycle | https://gamegata.xyz/game/contaminant
Contaminate | Crack Cat | https://gamegata.xyz/game/itch-contaminate
Contaminated Space | Kanderwund | https://gamegata.xyz/game/itch-contaminated-space
Contamination | Independent Creator | https://gamegata.xyz/game/itch-contamination
Contamination Cleanup | Jofers Games | https://gamegata.xyz/game/itch-contamination-cleanup
Contamination Cleanup Crew | LinxiGames | https://gamegata.xyz/game/itch-contamination-cleanup-crew
Contemp | Unknown | https://gamegata.xyz/game/contemp
Content | UKZ Arts | https://gamegata.xyz/game/content
Content Caution: The Horror Filmmaker | Unknown | https://gamegata.xyz/game/content-caution-the-horror-filmmaker
Content Curse | AntaresRising | https://gamegata.xyz/game/itch-content-curse
Content Moderator Sim | samplereality | https://gamegata.xyz/game/itch-content-moderator-sim
Content Moderator. | Unknown | https://gamegata.xyz/game/content-moderator
Content Warning | Zorro | https://gamegata.xyz/game/content-warning
Contenção | Independent Creator | https://gamegata.xyz/game/itch-conteno
Context Switch | Alex Huang | https://gamegata.xyz/game/itch-context-switch
Contingency | declanitory | https://gamegata.xyz/game/itch-contingency
Continuous Creature Corridors | SoupOrWorm | https://gamegata.xyz/game/itch-continuous-creature-corridors
Conto Quebrado | Samuwe Studios | https://gamegata.xyz/game/itch-conto-quebrado
Contoons SchoolHouse! | Contoons | https://gamegata.xyz/game/itch-contoons-schoolhouse
Contort. Ascend. | Goose Ladder Games | https://gamegata.xyz/game/itch-contort-ascend
Contorted | Lenni Elias Kauppi | https://gamegata.xyz/game/contorted
Contos de Horror | HYPER | https://gamegata.xyz/game/itch-contos-de-horror
Contos de Setealém | Mielen | https://gamegata.xyz/game/itch-contos-de-setealm
Contour | nilsiker | https://gamegata.xyz/game/itch-contour
Contra Spem Spero [DEMO] | DADZINGO | https://gamegata.xyz/game/itch-contra-spem-spero-demo
Contra el reloj | JoseDevL | https://gamegata.xyz/game/itch-contra-el-reloj
Contract Killer: Zombies 2 - Origins | Glu Mobile | https://gamegata.xyz/game/contract-killer-zombies-2-origins
Contract Revoked | Unknown | https://gamegata.xyz/game/contract-revoked
Contractor | zhfdev | https://gamegata.xyz/game/itch-contractor
Contradiction | Unknown | https://gamegata.xyz/game/contradiction
Contrast Of The Past | PentamorphStudio | https://gamegata.xyz/game/itch-contrast-of-the-past
Contrast of the Past (DEMO) | PentamorphStudio | https://gamegata.xyz/game/itch-contrast-of-the-past-demo
Contrauri | PoggoPro | https://gamegata.xyz/game/itch-contrauri
Contrition | Unknown | https://gamegata.xyz/game/contrition
Control | Remedy Entertainment | https://gamegata.xyz/game/control
Control Freak | Mitnick Inc | https://gamegata.xyz/game/itch-control-freak
Control Room | CAJJI | https://gamegata.xyz/game/itch-control-room
Control Room | MoraAzul | https://gamegata.xyz/game/itch-moraazul-control-room
Control Room Alpha | Mike Klubnika | https://gamegata.xyz/game/control-room-alpha
Control Ultimate Edition | Remedy Entertainment | https://gamegata.xyz/game/control-ultimate-edition
Control Under | Nomspot | https://gamegata.xyz/game/itch-control-under
Control Water | RubiDev | https://gamegata.xyz/game/itch-control-water
Control Water - Web Version | RubiDev | https://gamegata.xyz/game/itch-control-water-web-version
Control a dam BEAN👍 | Ch4rles | https://gamegata.xyz/game/itch-control-a-dam-bean
Controlled | AlchemyCrew | https://gamegata.xyz/game/itch-controlled
Conundrum | Eyesight Technologies | https://gamegata.xyz/game/itch-conundrum
Conundrums & Capers | StuckBoy | https://gamegata.xyz/game/itch-conundrums-capers
Conurbation | Unknown | https://gamegata.xyz/game/conurbation
Convalescent | VideoPheasant | https://gamegata.xyz/game/itch-convalescent
Conveer | YanGo9 | https://gamegata.xyz/game/itch-conveer
Convenience Store | Octave Studio | https://gamegata.xyz/game/itch-convenience-store
Convenience Store Terrors | am | https://gamegata.xyz/game/itch-convenience-store-terrors
Convenient | LunaApps | https://gamegata.xyz/game/itch-convenient
Convenient Love (Demo) | Hexid | https://gamegata.xyz/game/itch-convenient-love-demo
Conventum | xyn_games | https://gamegata.xyz/game/itch-conventum
Converged | MariaDuif | https://gamegata.xyz/game/itch-converged
Convergence | Independent Creator | https://gamegata.xyz/game/itch-convergence
Convergence... | SomeGuy584 | https://gamegata.xyz/game/itch-someguy584-convergence
Conversations with Cannibals | loomnorth | https://gamegata.xyz/game/itch-conversations-with-cannibals
Conversations with the Devil | sirizchai | https://gamegata.xyz/game/itch-conversations-with-the-devil
Conversion | Pomm | https://gamegata.xyz/game/itch-conversion
Conviction | YTC04 | https://gamegata.xyz/game/itch-conviction
Conviction of Gun dude | Vector Horizon | https://gamegata.xyz/game/itch-conviction-of-gun-dude
Conviction: Deep Sleep | Independent Creator | https://gamegata.xyz/game/itch-conviction-deep-sleep
Convicts | kayroX_14 | https://gamegata.xyz/game/convicts
Convoluted | varanda | https://gamegata.xyz/game/itch-convoluted
Convoluted | veronicaqueirozl | https://gamegata.xyz/game/itch-veronicaqueirozl-convoluted
Convolution of Fear | arpsoftworks | https://gamegata.xyz/game/itch-convolution-of-fear
Convrgence | Monkey-With-a-Bomb | https://gamegata.xyz/game/convrgence
Cook | Dawdle | https://gamegata.xyz/game/itch-cook
Cook Da Duck! | PlumpDuckGames | https://gamegata.xyz/game/itch-cook-da-duck
Cook Me Breakfast | Lachlan S. | https://gamegata.xyz/game/itch-cook-me-breakfast
Cook for me, little cook | iagobldep | https://gamegata.xyz/game/itch-cook-for-me-little-cook
Cook, Rabbit, Cook! | HighTerrain66 | https://gamegata.xyz/game/itch-cook-rabbit-cook
Cook-A-Boo | Independent Creator | https://gamegata.xyz/game/itch-cook-a-boo
CookiEStroidS | Jooapa | https://gamegata.xyz/game/itch-cookiestroids
Cookie | Melankolinen Zombi | https://gamegata.xyz/game/itch-cookie
Cookie Clicker | Orteil | https://gamegata.xyz/game/cookie-clicker
Cookie Clicker Demise | ArrieBoy22 | https://gamegata.xyz/game/itch-cookie-clicker-demise
Cookie Collector | GamesGuy | https://gamegata.xyz/game/itch-cookie-collector
Cookie Cookie Escape Kitchen | Independent Creator | https://gamegata.xyz/game/itch-cookie-cookie-escape-kitchen
Cookie Cookie Pâtisserie Club | Independent Creator | https://gamegata.xyz/game/itch-cookie-cookie-ptisserie-club
Cookie Fight Banana | DevDuo | https://gamegata.xyz/game/itch-cookie-fight-banana
Cookie Love | Bizzy Doodle | https://gamegata.xyz/game/itch-cookie-love
Cookie Man Theater | Combo Bomb Games | https://gamegata.xyz/game/itch-cookie-man-theater
Cookie Monster | SLOTH | https://gamegata.xyz/game/itch-cookie-monster
Cookie Scrip | Coollbreackerz | https://gamegata.xyz/game/itch-cookie-scrip
Cookie Shooter | refi350 | https://gamegata.xyz/game/itch-cookie-shooter
Cookie Slender | Strickster | https://gamegata.xyz/game/itch-cookie-slender
Cookie Story | argbellum | https://gamegata.xyz/game/itch-cookie-story
Cookie commotion | DM Games studio | https://gamegata.xyz/game/itch-cookie-commotion
Cookie commotion | TEXDEV studio | https://gamegata.xyz/game/itch-texdev-studio-cookie-commotion
Cookies | Stef Pinto | https://gamegata.xyz/game/cookies
Cookies For Santa | savvytaco | https://gamegata.xyz/game/itch-cookies-for-santa
Cooking Companions | Deer Dream Studios | https://gamegata.xyz/game/cooking-companions
Cooking Companions 2: Dread Weight | Cooking Companions! | https://gamegata.xyz/game/itch-cooking-companions-2-dread-weight
Cooking Companions: Appetizer Edition | Deer Dream Studios | https://gamegata.xyz/game/cooking-companions-appetizer-edition
Cooking For The Cookies | Hector Lafontant | https://gamegata.xyz/game/itch-cooking-for-the-cookies
Cooking Mi-Go | Swedishpancaces | https://gamegata.xyz/game/itch-cooking-mi-go
Cooking Momo: The Wholesome Momo Challenge | chibixi | https://gamegata.xyz/game/itch-cooking-momo-the-wholesome-momo-challenge
Cooking Night | Independent Creator | https://gamegata.xyz/game/itch-cooking-night
Cooking Rush | M0Sk | https://gamegata.xyz/game/itch-cooking-rush
Cooking for MAMA | TheRedRoom | https://gamegata.xyz/game/itch-cooking-for-mama
Cooking for William | Independent Creator | https://gamegata.xyz/game/itch-cooking-for-william
Cool Cave Diver Sim | PineappleBlast001 | https://gamegata.xyz/game/itch-cool-cave-diver-sim
Cool Clicker Game | GTrixOFF | https://gamegata.xyz/game/itch-cool-clicker-game
Cool Days | Pinkglass and Doibats | https://gamegata.xyz/game/itch-cool-days
Cool Guys Club | fredrickmedck | https://gamegata.xyz/game/itch-cool-guys-club
Cool Off! | jreje | https://gamegata.xyz/game/itch-cool-off
Cool Pizza | Secret Library Games | https://gamegata.xyz/game/cool-pizza
Cool Runners | williamlovescookiesVR90 | https://gamegata.xyz/game/itch-cool-runners
Cool-guys | Mr_AgentPro | https://gamegata.xyz/game/itch-cool-guys
CoolDude17 Maze | Gabe Jude | https://gamegata.xyz/game/itch-cooldude17-maze
CoolMart Terror (Demo) | GoldieDevX | https://gamegata.xyz/game/itch-coolmart-terror-demo
Coolco Ontop | Independent Creator | https://gamegata.xyz/game/itch-coolco-ontop
Coolness Land: Down to the Wire | Jaxsomon | https://gamegata.xyz/game/itch-coolness-land-down-to-the-wire
Coolness Land: Down to the Wire (DISASTER'S DEMO) | Jaxsomon | https://gamegata.xyz/game/itch-coolness-land-down-to-the-wire-disasters-demo
Coonwood | SoloQ | https://gamegata.xyz/game/coonwood
CoopRooms | ZTEK Studio | https://gamegata.xyz/game/cooprooms
Cooperate | WhyNotYT | https://gamegata.xyz/game/itch-cooperate
Coordi.Nates [Demo version 1.3.0] | Austerity Software | https://gamegata.xyz/game/itch-coordinates-demo-version-130
Coordinates Unknown | Bessamu | https://gamegata.xyz/game/itch-coordinates-unknown
Coosta Coffee Break | foxdogstudios | https://gamegata.xyz/game/itch-coosta-coffee-break
Coots Night | Xezien | https://gamegata.xyz/game/itch-coots-night
Cop&Car | TeamDayInc | https://gamegata.xyz/game/itch-copcar
Cop'O'Scope | Danon | https://gamegata.xyz/game/itch-coposcope
Copia de seguridad | piedrapapeld20 | https://gamegata.xyz/game/itch-copia-de-seguridad
Copilot | zbenja168 | https://gamegata.xyz/game/itch-copilot
Copiumistic Attitude | Philip122 | https://gamegata.xyz/game/itch-copiumistic-attitude
Copper Pancreas | MBM Games | https://gamegata.xyz/game/itch-copper-pancreas
Copperage | c1551 | https://gamegata.xyz/game/itch-copperage
Coppercube-6.5.1-Demo-Project | COPPERCUBE 6.5.1 | https://gamegata.xyz/game/itch-coppercube-651-demo-project
Copy Empire | FoxLght | https://gamegata.xyz/game/itch-copy-empire
Copycat's Phenomenon | Reludum | https://gamegata.xyz/game/copycats-phenomenon
Cor Mechanica | MARKO SOROKA | https://gamegata.xyz/game/itch-cor-mechanica
Coral Contagion | ChancedGames | https://gamegata.xyz/game/itch-coral-contagion
Coraline and the lost buttons | mamathis | https://gamegata.xyz/game/itch-coraline-and-the-lost-buttons
Corbaci: A cozy cinematic horror | wolfbloodiso | https://gamegata.xyz/game/itch-corbaci-a-cozy-cinematic-horror
Cordelia Manor | garar | https://gamegata.xyz/game/itch-cordelia-manor
Cordes Cardinales | Independent Creator | https://gamegata.xyz/game/itch-cordes-cardinales
Cordial Minuet | Jason Rohrer | https://gamegata.xyz/game/cordial-minuet
Cordon and The 8 Pages | Fa2BearB01 | https://gamegata.xyz/game/itch-cordon-and-the-8-pages
Corduroy Creek | gustomus | https://gamegata.xyz/game/itch-corduroy-creek
Cordyceps | Independent Creator | https://gamegata.xyz/game/itch-cordyceps
Cordyseption | Independent Creator | https://gamegata.xyz/game/itch-cordyseption
Core | Mike Klubnika | https://gamegata.xyz/game/core--6
Core Control | Joske | https://gamegata.xyz/game/itch-core-control
Core Extraction | Fagiano0 | https://gamegata.xyz/game/itch-core-extraction
Core Framework | HOTPOCKET14:} | https://gamegata.xyz/game/itch-core-framework
Core Runner | EscapePodStudios | https://gamegata.xyz/game/itch-core-runner
CoreBlox | xnoobynooby@gmail.com | https://gamegata.xyz/game/itch-coreblox
Corey's House | Signplus | https://gamegata.xyz/game/itch-coreys-house
Corey's Story | cristinabarreirodev | https://gamegata.xyz/game/itch-coreys-story
Corgi in the Box | motsuhouse | https://gamegata.xyz/game/itch-corgi-in-the-box
Coridors | vovangang | https://gamegata.xyz/game/itch-coridors
Corinne | Team Corinne | https://gamegata.xyz/game/corinne
Corinthians 13:12 / До Коринтян 13:12 | White Crow Games | https://gamegata.xyz/game/itch-corinthians-1312-1312
Corium | jr | https://gamegata.xyz/game/itch-corium
Cork The Hero | MattisV | https://gamegata.xyz/game/itch-cork-the-hero
CormacVania | Hanga Maken Studio | https://gamegata.xyz/game/itch-cormacvania
Cormoran | FUGII | https://gamegata.xyz/game/itch-cormoran
Corn Cliffs HORROR! | 2purpleswitchs | https://gamegata.xyz/game/itch-corn-cliffs-horror
Corn Company | Fabian Evers | https://gamegata.xyz/game/itch-corn-company
Corn Maize | Independent Creator | https://gamegata.xyz/game/itch-corn-maize
Corn Maze | Osgoode Media | https://gamegata.xyz/game/corn-maze
Corn Run | Independent Creator | https://gamegata.xyz/game/itch-corn-run
Corn Stealer | Bite-Sized Games | https://gamegata.xyz/game/itch-corn-stealer
CornField | Galactic Games | https://gamegata.xyz/game/cornfield
CornKeeper | JazzHouse | https://gamegata.xyz/game/itch-cornkeeper
CornavirusTheCure (2K/4KScreenMonitor) | Mykhaylo Tkachuk | https://gamegata.xyz/game/itch-cornavirusthecure-2k4kscreenmonitor
Corner Shop: NightShift | Live Motion Games | https://gamegata.xyz/game/corner-shop-nightshift
Corner Store | ObsidianBlk | https://gamegata.xyz/game/itch-corner-store
Corner Store Lobotomy | Sonk | https://gamegata.xyz/game/itch-corner-store-lobotomy
Corner [DEMO] | Sylonationary Studios | https://gamegata.xyz/game/itch-corner-demo
Cornered | sikcedel | https://gamegata.xyz/game/itch-cornered
Cornered | Cocotilo | https://gamegata.xyz/game/itch-cocotilo-cornered
Cornered_Test | VLAFFY | https://gamegata.xyz/game/itch-cornered_test
Cornfield Carnage | Sprout | https://gamegata.xyz/game/itch-cornfield-carnage
Cornfield Escape | Unknown | https://gamegata.xyz/game/cornfield-escape
Cornfield Massacre | Gkwako | https://gamegata.xyz/game/itch-cornfield-massacre
Cornfield Massacre 1.2 | lucvdheiden | https://gamegata.xyz/game/itch-cornfield-massacre-12
Cornwall Acres | JimmyCitrus | https://gamegata.xyz/game/itch-cornwall-acres
Coron Fever | Eugenes | https://gamegata.xyz/game/itch-coron-fever
Corona Creep | The B-Squad | https://gamegata.xyz/game/itch-corona-creep
Corona Grocery Dash | Wammoh | https://gamegata.xyz/game/itch-corona-grocery-dash
Corona Killer | kepler186f | https://gamegata.xyz/game/itch-corona-killer
Corona Project | HakunaSoft | https://gamegata.xyz/game/itch-corona-project
Corona Quest | 0xspig | https://gamegata.xyz/game/itch-corona-quest
Corp Crusher 3D | 209662 | https://gamegata.xyz/game/itch-corp-crusher-3d
Corpo Connections | Unknown | https://gamegata.xyz/game/corpo-connections
Corpo Connections [Demo] | Polias Games | https://gamegata.xyz/game/itch-corpo-connections-demo
Corpo Connections [Gamejam] | Polias Games | https://gamegata.xyz/game/itch-corpo-connections-gamejam
Corporate 0 Demo | Hushed Cat | https://gamegata.xyz/game/itch-corporate-0-demo
Corporate Escape | lule2094 | https://gamegata.xyz/game/itch-corporate-escape
Corporate Greed | Obbm Studios | https://gamegata.xyz/game/itch-corporate-greed
Corporate Hell | Unknown | https://gamegata.xyz/game/corporate-hell
Corporate Nights | Ozzie565 Games | https://gamegata.xyz/game/itch-corporate-nights
Corporate Void | A15 | https://gamegata.xyz/game/itch-corporate-void
Corporate Void | Dasrespy | https://gamegata.xyz/game/itch-dasrespy-corporate-void
Corporation Liberty | Unknown | https://gamegata.xyz/game/corporation-liberty
Corporeal | Neutron Studios | https://gamegata.xyz/game/corporeal--1
Corporeal | Cold Out Interactive | https://gamegata.xyz/game/corporeal
Corpse | Darso | https://gamegata.xyz/game/corpse
Corpse 4 Party Zombies | Endymion | https://gamegata.xyz/game/itch-corpse-4-party-zombies
Corpse Attack!! The Digital Board Game | metaNightmare | https://gamegata.xyz/game/itch-corpse-attack-the-digital-board-game
Corpse Cabinet | wolfpint | https://gamegata.xyz/game/itch-corpse-cabinet
Corpse Carnival | Egg | https://gamegata.xyz/game/corpse-carnival
Corpse Castle | Unknown | https://gamegata.xyz/game/corpse-castle
Corpse Clue | NuSan | https://gamegata.xyz/game/itch-corpse-clue
Corpse Collector | catchatdev | https://gamegata.xyz/game/corpse-collector
Corpse Craft | Unknown | https://gamegata.xyz/game/corpse-craft
Corpse Cuisine: Brain Food! | Independent Creator | https://gamegata.xyz/game/itch-corpse-cuisine-brain-food
Corpse Dance | Stelle | https://gamegata.xyz/game/itch-corpse-dance
Corpse Flower | poqa_tj | https://gamegata.xyz/game/itch-corpse-flower
Corpse Killer | Digital Pictures | https://gamegata.xyz/game/corpse-killer--1
Corpse Killer | Digital Pictures | https://gamegata.xyz/game/corpse-killer
Corpse Killer: Graveyard Edition | Digital Pictures | https://gamegata.xyz/game/corpse-killer-graveyard-edition
Corpse Leaper | LuN | https://gamegata.xyz/game/itch-corpse-leaper
Corpse Mansion | Fundthemental Games | https://gamegata.xyz/game/corpse-mansion
Corpse Party | Team GrisGris | https://gamegata.xyz/game/corpse-party--4
Corpse Party | Team GrisGris | https://gamegata.xyz/game/corpse-party
Corpse Party | Team GrisGris | https://gamegata.xyz/game/corpse-party--2
Corpse Party | MAGES. | https://gamegata.xyz/game/corpse-party--3
Corpse Party (2021) | MAGES. | https://gamegata.xyz/game/corpse-party-2021
Corpse Party 2: Dead Patient | GrindHouse | https://gamegata.xyz/game/corpse-party-2-dead-patient
Corpse Party Book Od Shadow PSP 2 DTGB | Unknown | https://gamegata.xyz/game/orpse-arty-ook-d-hadow-2
Corpse Party D2: Depths of Despair | Team Despair | https://gamegata.xyz/game/corpse-party-d2-depths-of-despair
Corpse Party II: Darkness Distortion | Team GrisGris | https://gamegata.xyz/game/corpse-party-ii-darkness-distortion
Corpse Party Infinitive | Fehleno | https://gamegata.xyz/game/itch-corpse-party-infinitive
Corpse Party Tetralogy Pack | Team GrisGris | https://gamegata.xyz/game/corpse-party-tetralogy-pack
Corpse Party Zero | Unknown | https://gamegata.xyz/game/corpse-party-zero
Corpse Party ~REBIRTH~ | Zwataketa | https://gamegata.xyz/game/itch-corpse-party-rebirth
Corpse Party: Back to School Edition | Team GrisGris | https://gamegata.xyz/game/corpse-party-back-to-school-edition
Corpse Party: Back to School Edition - Limited Edition | Team GrisGris | https://gamegata.xyz/game/corpse-party-back-to-school-edition-limited-edition
Corpse Party: Blood Drive | Team GrisGris | https://gamegata.xyz/game/corpse-party-blood-drive
Corpse Party: BloodCovered (Visual Novel) | MadnessWay | https://gamegata.xyz/game/itch-corpse-party-bloodcovered-visual-novel
Corpse Party: Book of Shadows | 5pb. | https://gamegata.xyz/game/corpse-party-book-of-shadows
Corpse Party: Cross Fear | AMISOGUMI | https://gamegata.xyz/game/corpse-party-cross-fear
Corpse Party: Rebuilt | Unknown | https://gamegata.xyz/game/corpse-party-rebuilt
Corpse Party: Resurrected | LawrenceindaSky | https://gamegata.xyz/game/itch-corpse-party-resurrected
Corpse Party: Sweet Sachiko's Hysteric Birthday Bash | MAGES. | https://gamegata.xyz/game/corpse-party-sweet-sachikos-hysteric-birthday-bash
Corpse Protocol | ShiroShiroShiroShiroShiro | https://gamegata.xyz/game/itch-corpse-protocol
Corpse of the World | Crow King | https://gamegata.xyz/game/itch-corpse-of-the-world
Corpse-Party | Team GrisGris | https://gamegata.xyz/game/corpse-party--1
Corpse-Party: if - Past End | AMISOGUMI | https://gamegata.xyz/game/corpse-party-if-past-end
CorpseOcean | KIRA | https://gamegata.xyz/game/corpseocean
Corpserate | Temporary Games | https://gamegata.xyz/game/itch-corpserate
Corpses Revenge | ziederziet | https://gamegata.xyz/game/itch-corpses-revenge
Corpulence Corner: Fat Chance | Inane Games | https://gamegata.xyz/game/itch-corpulence-corner-fat-chance
Corpus Clayton (Game Jam Version) | Wagyu_Dev | https://gamegata.xyz/game/itch-corpus-clayton-game-jam-version
